though,"
conj.虽然，尽管；即使；纵然adv.可是，但是；不过；然而；话虽这样说prep.但
"
thousand,"
n.一千；数千；许许多多；千位数adj.一千的；一千个的；成千的；许许多多的复数：thousands
"
throwing,"
n.投掷运动v.投( throw的现在分词 )；掷；扔；抛
"
thumb,"
n.拇指；（手套的）拇指部份vi.翘起拇指请求搭乘（过路汽车），示意请求搭便车；翻阅vt.翻阅；作搭车手势；用拇指翻脏[翻坏]（书页等）复数：thumbs第三人称单数：thumbs过去式：thumbed过去分词：thumbed现在分词：thumbing
"
tigress,"
n.母老虎；凶悍的女人复数：tigresses
"
tiny,"
adj.极小的，微小的n.小孩子；[医]癣比较级：tinier最高级：tiniest
"
tired,"
adj.疲倦的；困倦的；对…不耐烦的；陈旧的v.（使）疲劳（ tire的过去式和过去分词）；对（做）某事感到厌倦比较级：more tired最高级：most tired
"
tofu,"
n.&lt;日&gt;豆腐易混淆的单词：Tofu
"
tornado,"
n.[大气]龙卷风，陆龙卷；大雷雨；具有巨大破坏性的人（或事物）复数：tornadoestornados
"
touch,"
vt.触摸；使某物与…轻轻接触；吃或喝，尝；[数]与…相切n.触摸，碰；触觉，触感；修饰，润色；痕迹vi.接触；联系复数：touches第三人称单数：touches过去式：touched过去分词：touched现在分词：touching易混淆的单词：Touch
"
town,"
n.城镇，市镇；小村庄；城镇居民；商业中心复数：towns易混淆的单词：Town
"
tracked,"
v.跟踪( track的过去式和过去分词 )；跟踪摄影；留下（脏）足迹；追随（潮流等）易混淆的单词：Tracked
"
trail,"
vt.跟踪，追踪；拖曳：让…拖或飘扬在后面；拖沓而行；跟在…后面vi.（在比赛等中）输；（尤指跟在他人后面）疲惫地走；（在比赛或其他竞赛中）落后；蔓生n.足迹；臭迹；小径；一缕复数：trails第三人称单数：trails过去式：trailed过去分词：trailed现在分词：trailing易混淆的单词：Trail
"
training,"
n.训练；培养；（枪炮，摄影机等的）瞄准；整枝法v.训练，培养( train的现在分词)；教育；瞄准；整枝复数：trainings
"
tremendous,"
adj.极大的，巨大的；可怕的，惊人的；极好的比较级：more tremendous最高级：most tremendous
"
trick,"
n.戏法，把戏；计谋，诀窍；骗局；恶作剧vt.哄骗，欺骗；打扮adj.弄虚作假的；有诀窍的；欺诈的复数：tricks第三人称单数：tricks过去式：tricked过去分词：tricked现在分词：tricking易混淆的单词：Trick
"
triplets,"
n.三胞胎之一( triplet的名词复数 )；三个一组；三联体（码）；三连音符
"
TRUE,"
adj.真正的；真实的；忠实的；正确的adv.真正地；确实地；正确地；正当地n.真理，真实；正，准，精确vt.摆正；决定（某物）的位置以使其平衡、平稳或水平复数：trues第三人称单数：trues过去式：trued过去分词：trued现在分词：truing比较级：truer最高级：truest
"
truly,"
adv.真正；精确地，正确地；忠实的，诚实地；正当地易混淆的单词：TrulyTRULY
"
trying,"
adj.令人难于忍受的；难堪的；令人厌烦的v.试图( try的现在分词)；试验，尝试；审讯
"
tubs,"
n.盆( tub的名词复数 )；浴盆；一桶的量；笨拙缓慢的船
"
tuna,"
n.&lt;鱼&gt;金枪鱼（科），鲔鱼；金枪鱼罐头；&lt;植&gt;金枪仙人掌复数：tunatunas易混淆的单词：TUNATuna
"
twice,"
adv.两次；两倍；两遍
"
twirl,"
vt.（使）快速转动；（使）快速旋转；扭动；卷曲n.旋转，转动；万能钥匙；捻弄；旋转的东西vi.旋转，转动第三人称单数：twirls过去式：twirled过去分词：twirled现在分词：twirling
"
uh,"
abbr.upper half 上半部；utility helicopter 通用直升机易混淆的单词：UhUH
"
uh-oh,"
int.呃喔
"
um,"
int.（表示迟疑）嗯易混淆的单词：UmUM
"
underestimate,"
vt.低估；对…估计不足；看轻；把…的价值估计过低n.低估；估计不足；过低评价，过低估价；轻视第三人称单数：underestimates过去式：underestimated过去分词：underestimated现在分词：underestimating
"
unite,"
vt.（使）联合，合并，统一；并有，兼备；混合，化合vi.（为某事）联合，联手，团结第三人称单数：unites过去式：united过去分词：united现在分词：uniting易混淆的单词：UNITE
"
universe,"
n.宇宙；天地万物； 经验领域复数：universes
"
unroll,"
vt.&amp; vi.展开；铺开；展现；显示第三人称单数：unrolls过去式：unrolled过去分词：unrolled现在分词：unrolling
"
unscathed,"
adj.未受损伤的；未受伤害的
"
uphill,"
adj.上坡的，向上的；费力的，辛苦的，艰难的；位于高处的adv.上山地，上坡地；艰难地n.登高，上坡复数：uphills
"
urn,"
n.大茶壶；瓮，缸；坟墓；骨灰瓮复数：urns易混淆的单词：UrnURN
"
usually,"
adv.通常，经常，平常，惯常地；一直，向来；动不动，一般；素
"
valley,"
n.山谷，溪谷，峡谷，谷地，深谷；流域；[建筑]屋顶排水沟，屋面斜沟复数：valleys易混淆的单词：Valley
"
valley's,None
vanished,"
adj.消失了的v.消失( vanish的过去式和过去分词 )；突然不见；不复存在；绝迹
"
vengeance,"
n.报仇，复仇；报复易混淆的单词：Vengeance
"
village,"
n.村民；乡村，村庄；群落复数：villages易混淆的单词：Village
"
villagers,"
n.在乡村住的人，村民( villager的名词复数 )
"
villages,"
n.村( village的名词复数 )；乡村；村庄；村镇
"
viper,"
n.蝰蛇；毒蛇；阴险恶毒的人；奸诈者复数：vipers易混淆的单词：VIPER
"
waited,None
walking,"
n.步行，散步；步法，步态；道路状态adj.步行（用）的；（能）行走的；解雇的，被免职的v.走，步行( walk的现在分词)
"
wanna,"
v.&lt;美俚&gt;想要，希望易混淆的单词：Wanna
"
warlord,"
n.军阀复数：warlords
"
warming,"
adj.（比赛前的）准备动作的，热身的n.加温，升温v.（使）变暖，被加热，暖和起来( warm的现在分词 )；（使）变得更友好，变得更可爱
"
warrior,"
n.武士，勇士；军人；鼓吹战争的人复数：warriors易混淆的单词：Warrior
"
warrior's,None
warriors,"
n.武士，勇士，战士( warrior的名词复数 )易混淆的单词：Warriors
"
waterproof,"
adj.不透水的，防水的；用防水材料处理过的vt.使防水，使不透水；给（布）上胶n.防水衣物，雨衣 usually plural；防水布，油布；防水物，防水材料复数：waterproofs第三人称单数：waterproofs过去式：waterproofed过去分词：waterproofed现在分词：waterproofing易混淆的单词：Waterproof
"
wh,"
abbr.where 哪里；which 哪个；wheel 轮；white 白色易混淆的单词：WhWH
"
whether,"
pron.其中的哪一个n.可能的选择
"
whispering,"
adj.耳语的，爱拨弄是非的v.低声说( whisper的现在分词 )；私语；小声说；私下说
"
whoa,"
int.惊叹声，停止易混淆的单词：WHOA
"
whole,"
adj.全部的，所有的；完整的n.整体，整个；全部复数：wholes
"
whoo,None
whoo-hoo,None
wings,"
n.飞行章，女童军戴的一种翼形章；翼( wing的名词复数 )；翅膀；派；飞行
"
wisdom,"
n.智慧，明智；常识，好的判断力；知识，学问；古训复数：wisdoms易混淆的单词：Wisdom
"
wish,"
v.希望；想要；祝愿n.愿望；希望；希望的事 ；祝福复数：wishes第三人称单数：wishes过去式：wished过去分词：wished现在分词：wishing易混淆的单词：WishWISH
"
wondered,"
vt.对…感到好奇（wonder的过去式与过去分词形式）
"
wounded,"
adj.负伤的，受了伤（害）的v.使受伤，伤害( wound的过去式和过去分词 )；使（心灵）受伤，伤感情；缠绕( wind的过去式和过去分词 )；卷绕
"
wuxi,"
无锡（江苏省）（旧译Wusih 或 Wuhsi）
"
yang,"
n.&lt;汉&gt;阳；雁鸣声易混淆的单词：Yang
"
yee-haw,"
n.咦嗬（表示欢呼的喊声）
"
yep,"
adv.&lt;俚&gt;是易混淆的单词：YepYEp
"
yet,"
adv.但是；还；已经；又，再conj.然而，但是易混淆的单词：Yet
"
yin,"
n.阴（阳之对），中国的殷代易混淆的单词：YinYIN
"
yoo-hoo,"
int.为引起处的人注意时的叫声
"
"you""","
pron.你；你们，您们；各位；大家复数：yous易混淆的单词：YOU
"
yummy,"
adj.很好吃的
"
zombies,"
n.（某些非洲和加勒比地区的宗教及恐怖故事中）靠巫术起死回生的僵尸( zombie的名词复数 )；无生气的人，麻木迟钝的人
"
